Entity,Code,Day,new_vaccinations_smoothed
Afghanistan,AFG,2021-02-23,1367
Afghanistan,AFG,2021-02-24,1367
Afghanistan,AFG,2021-02-25,1367
Afghanistan,AFG,2021-02-26,1367
Afghanistan,AFG,2021-02-27,1367
Afghanistan,AFG,2021-02-28,1367
Afghanistan,AFG,2021-03-01,1580
Afghanistan,AFG,2021-03-02,1794
Afghanistan,AFG,2021-03-03,2008
Afghanistan,AFG,2021-03-04,2221
Afghanistan,AFG,2021-03-05,2435
Afghanistan,AFG,2021-03-06,2649
Afghanistan,AFG,2021-03-07,2862
Afghanistan,AFG,2021-03-08,2862
Afghanistan,AFG,2021-03-09,2862
Afghanistan,AFG,2021-03-10,2862
Afghanistan,AFG,2021-03-11,2862
Afghanistan,AFG,2021-03-12,2862
Afghanistan,AFG,2021-03-13,2862
Afghanistan,AFG,2021-03-14,2862
Afghanistan,AFG,2021-03-15,2862
Afghanistan,AFG,2021-03-16,2862
Afghanistan,AFG,2021-03-17,2882
Afghanistan,AFG,2021-03-18,2902
Afghanistan,AFG,2021-03-19,2921
Afghanistan,AFG,2021-03-20,2941
Afghanistan,AFG,2021-03-21,2961
Afghanistan,AFG,2021-03-22,2980
Afghanistan,AFG,2021-03-23,3000
Afghanistan,AFG,2021-03-24,3000
Afghanistan,AFG,2021-03-25,3000
Afghanistan,AFG,2021-03-26,3000
Afghanistan,AFG,2021-03-27,3000
Afghanistan,AFG,2021-03-28,3000
Afghanistan,AFG,2021-03-29,3000
Afghanistan,AFG,2021-03-30,3000
Afghanistan,AFG,2021-03-31,3000
Afghanistan,AFG,2021-04-01,3000
Afghanistan,AFG,2021-04-02,3000
Afghanistan,AFG,2021-04-03,3000
Afghanistan,AFG,2021-04-04,3000
Afghanistan,AFG,2021-04-05,3000
Afghanistan,AFG,2021-04-06,3000
Afghanistan,AFG,2021-04-07,3000
Afghanistan,AFG,2021-04-08,3714
Afghanistan,AFG,2021-04-09,4429
Afghanistan,AFG,2021-04-10,5143
Afghanistan,AFG,2021-04-11,5857
Afghanistan,AFG,2021-04-12,6571
Afghanistan,AFG,2021-04-13,7286
Afghanistan,AFG,2021-04-14,8000
Afghanistan,AFG,2021-04-15,8000
Afghanistan,AFG,2021-04-16,8000
Afghanistan,AFG,2021-04-17,8000
Afghanistan,AFG,2021-04-18,8000
Afghanistan,AFG,2021-04-19,8000
Afghanistan,AFG,2021-04-20,8000
Afghanistan,AFG,2021-04-21,8000
Afghanistan,AFG,2021-04-22,8000
Afghanistan,AFG,2021-04-23,8846
Afghanistan,AFG,2021-04-24,9692
Afghanistan,AFG,2021-04-25,10538
Afghanistan,AFG,2021-04-26,11384
Afghanistan,AFG,2021-04-27,12229
Afghanistan,AFG,2021-04-28,13075
Afghanistan,AFG,2021-04-29,13921
Afghanistan,AFG,2021-04-30,13921
Afghanistan,AFG,2021-05-01,13921
Afghanistan,AFG,2021-05-02,13921
Afghanistan,AFG,2021-05-03,13921
Afghanistan,AFG,2021-05-04,13921
Afghanistan,AFG,2021-05-05,13921
Afghanistan,AFG,2021-05-06,13921
Afghanistan,AFG,2021-05-07,13921
Afghanistan,AFG,2021-05-08,13921
Afghanistan,AFG,2021-05-09,13921
Afghanistan,AFG,2021-05-10,13921
Afghanistan,AFG,2021-05-11,13921
Afghanistan,AFG,2021-05-12,12621
Afghanistan,AFG,2021-05-13,11321
Afghanistan,AFG,2021-05-14,10022
Afghanistan,AFG,2021-05-15,8722
Afghanistan,AFG,2021-05-16,7422
Afghanistan,AFG,2021-05-17,6122
Afghanistan,AFG,2021-05-18,4822
Afghanistan,AFG,2021-05-19,4822
Afghanistan,AFG,2021-05-20,4822
Afghanistan,AFG,2021-05-21,5040
Afghanistan,AFG,2021-05-22,5257
Afghanistan,AFG,2021-05-23,5474
Afghanistan,AFG,2021-05-24,5692
Afghanistan,AFG,2021-05-25,6230
Afghanistan,AFG,2021-05-26,6768
Afghanistan,AFG,2021-05-27,6487
Afghanistan,AFG,2021-05-28,5907
Afghanistan,AFG,2021-05-29,5326
Afghanistan,AFG,2021-05-30,4746
Afghanistan,AFG,2021-05-31,5084
Afghanistan,AFG,2021-06-01,5102
Afghanistan,AFG,2021-06-02,5119
Afghanistan,AFG,2021-06-03,5285
Afghanistan,AFG,2021-06-04,5273
Afghanistan,AFG,2021-06-05,5261
Afghanistan,AFG,2021-06-06,5250
Afghanistan,AFG,2021-06-07,4319
Afghanistan,AFG,2021-06-08,3388
Afghanistan,AFG,2021-06-09,2637
Afghanistan,AFG,2021-06-10,2556
Afghanistan,AFG,2021-06-11,2735
Afghanistan,AFG,2021-06-12,2914
Afghanistan,AFG,2021-06-13,3093
Afghanistan,AFG,2021-06-14,3272
Afghanistan,AFG,2021-06-15,4813
Afghanistan,AFG,2021-06-16,6175
Afghanistan,AFG,2021-06-17,7538
Afghanistan,AFG,2021-06-18,8900
Afghanistan,AFG,2021-06-19,10262
Afghanistan,AFG,2021-06-20,11624
Afghanistan,AFG,2021-06-21,12986
Afghanistan,AFG,2021-06-22,12986
Afghanistan,AFG,2021-06-23,13125
Afghanistan,AFG,2021-06-24,13264
Afghanistan,AFG,2021-06-25,13404
Afghanistan,AFG,2021-06-26,13543
Afghanistan,AFG,2021-06-27,13682
Afghanistan,AFG,2021-06-28,14263
Afghanistan,AFG,2021-06-29,14844
Afghanistan,AFG,2021-06-30,15286
Afghanistan,AFG,2021-07-01,14115
Afghanistan,AFG,2021-07-02,12944
Afghanistan,AFG,2021-07-03,11773
Afghanistan,AFG,2021-07-04,10602
Afghanistan,AFG,2021-07-05,8989
Afghanistan,AFG,2021-07-06,7895
Afghanistan,AFG,2021-07-07,6801
Afghanistan,AFG,2021-07-08,6965
Afghanistan,AFG,2021-07-09,7128
Afghanistan,AFG,2021-07-10,7292
Afghanistan,AFG,2021-07-11,7455
Afghanistan,AFG,2021-07-12,9588
Afghanistan,AFG,2021-07-13,11201
Afghanistan,AFG,2021-07-14,12815
Afghanistan,AFG,2021-07-15,14331
Afghanistan,AFG,2021-07-16,15848
Afghanistan,AFG,2021-07-17,17364
Afghanistan,AFG,2021-07-18,18881
Afghanistan,AFG,2021-07-19,17753
Afghanistan,AFG,2021-07-20,16626
Afghanistan,AFG,2021-07-21,15499
Afghanistan,AFG,2021-07-22,14824
Afghanistan,AFG,2021-07-23,14150
Afghanistan,AFG,2021-07-24,13476
Afghanistan,AFG,2021-07-25,11132
Afghanistan,AFG,2021-07-26,9464
Afghanistan,AFG,2021-07-27,7795
Afghanistan,AFG,2021-07-28,6126
Afghanistan,AFG,2021-07-29,4457
Afghanistan,AFG,2021-07-30,2788
Afghanistan,AFG,2021-07-31,1119
Afghanistan,AFG,2021-08-01,1119
Afghanistan,AFG,2021-08-02,1119
Afghanistan,AFG,2021-08-03,1119
Afghanistan,AFG,2021-08-04,1119
Afghanistan,AFG,2021-08-05,1119
Afghanistan,AFG,2021-08-06,1119
Afghanistan,AFG,2021-08-07,1119
Afghanistan,AFG,2021-08-08,1119
Afghanistan,AFG,2021-08-09,1119
Afghanistan,AFG,2021-08-10,1119
Afghanistan,AFG,2021-08-11,1119
Afghanistan,AFG,2021-08-12,1119
Afghanistan,AFG,2021-08-13,1119
Afghanistan,AFG,2021-08-14,1119
Afghanistan,AFG,2021-08-15,1119
Afghanistan,AFG,2021-08-16,1119
Afghanistan,AFG,2021-08-17,1119
Afghanistan,AFG,2021-08-18,1119
Afghanistan,AFG,2021-08-19,1119
Afghanistan,AFG,2021-08-20,1119
Afghanistan,AFG,2021-08-21,11068
Afghanistan,AFG,2021-08-22,21017
Afghanistan,AFG,2021-08-23,30966
Afghanistan,AFG,2021-08-24,40914
Afghanistan,AFG,2021-08-25,50863
Afghanistan,AFG,2021-08-26,60812
Afghanistan,AFG,2021-08-27,70761
Afghanistan,AFG,2021-08-28,70761
Afghanistan,AFG,2021-08-29,70761
Afghanistan,AFG,2021-08-30,70761
Afghanistan,AFG,2021-08-31,70761
Afghanistan,AFG,2021-09-01,62509
Afghanistan,AFG,2021-09-02,54257
Afghanistan,AFG,2021-09-03,46006
Afghanistan,AFG,2021-09-04,37754
Afghanistan,AFG,2021-09-05,29502
Afghanistan,AFG,2021-09-06,21251
Afghanistan,AFG,2021-09-07,12999
Afghanistan,AFG,2021-09-08,12999
Afghanistan,AFG,2021-09-09,12999
Afghanistan,AFG,2021-09-10,12999
Afghanistan,AFG,2021-09-11,12999
Afghanistan,AFG,2021-09-12,12999
Afghanistan,AFG,2021-09-13,12999
Afghanistan,AFG,2021-09-14,12999
Afghanistan,AFG,2021-09-15,12999
Afghanistan,AFG,2021-09-16,12999
Afghanistan,AFG,2021-09-17,12999
Afghanistan,AFG,2021-09-18,12999
Afghanistan,AFG,2021-09-19,12999
Afghanistan,AFG,2021-09-20,12999
Afghanistan,AFG,2021-09-21,12999
Afghanistan,AFG,2021-09-22,12999
Afghanistan,AFG,2021-09-23,12999
Afghanistan,AFG,2021-09-24,12999
Afghanistan,AFG,2021-09-25,12999
Afghanistan,AFG,2021-09-26,12999
Afghanistan,AFG,2021-09-27,12999
Afghanistan,AFG,2021-09-28,12999
Afghanistan,AFG,2021-09-29,12999
Afghanistan,AFG,2021-09-30,12999
Afghanistan,AFG,2021-10-01,16376
Afghanistan,AFG,2021-10-02,19752
Afghanistan,AFG,2021-10-03,23129
Afghanistan,AFG,2021-10-04,26505
Afghanistan,AFG,2021-10-05,29882
Afghanistan,AFG,2021-10-06,33258
Afghanistan,AFG,2021-10-07,36635
Afghanistan,AFG,2021-10-08,36635
Afghanistan,AFG,2021-10-09,36635
Afghanistan,AFG,2021-10-10,36635
Afghanistan,AFG,2021-10-11,36635
Afghanistan,AFG,2021-10-12,36635
Afghanistan,AFG,2021-10-13,36635
Afghanistan,AFG,2021-10-14,36635
Afghanistan,AFG,2021-10-15,36635
Afghanistan,AFG,2021-10-16,36635
Afghanistan,AFG,2021-10-17,36635
Afghanistan,AFG,2021-10-18,36635
Afghanistan,AFG,2021-10-19,36635
Afghanistan,AFG,2021-10-20,36635
Afghanistan,AFG,2021-10-21,36635
Afghanistan,AFG,2021-10-22,36635
Afghanistan,AFG,2021-10-23,36635
Afghanistan,AFG,2021-10-24,36635
Afghanistan,AFG,2021-10-25,36635
Afghanistan,AFG,2021-10-26,36635
Afghanistan,AFG,2021-10-27,36635
Afghanistan,AFG,2021-10-28,36635
Afghanistan,AFG,2021-10-29,36635
Afghanistan,AFG,2021-10-30,36635
Afghanistan,AFG,2021-10-31,36635
Afghanistan,AFG,2021-11-01,36635
Afghanistan,AFG,2021-11-02,36635
Afghanistan,AFG,2021-11-03,36635
Afghanistan,AFG,2021-11-04,36635
Afghanistan,AFG,2021-11-05,36635
Afghanistan,AFG,2021-11-06,36635
Afghanistan,AFG,2021-11-07,36635
Afghanistan,AFG,2021-11-08,36635
Afghanistan,AFG,2021-11-09,36635
Afghanistan,AFG,2021-11-10,36635
Afghanistan,AFG,2021-11-11,36635
Afghanistan,AFG,2021-11-12,36635
Afghanistan,AFG,2021-11-13,36635
Afghanistan,AFG,2021-11-14,36635
Afghanistan,AFG,2021-11-15,33582
Afghanistan,AFG,2021-11-16,30529
Afghanistan,AFG,2021-11-17,27476
Afghanistan,AFG,2021-11-18,24423
Afghanistan,AFG,2021-11-19,21369
Afghanistan,AFG,2021-11-20,18316
Afghanistan,AFG,2021-11-21,15263
Afghanistan,AFG,2021-11-22,15263
Afghanistan,AFG,2021-11-23,15263
Afghanistan,AFG,2021-11-24,15263
Afghanistan,AFG,2021-11-25,15263
Afghanistan,AFG,2021-11-26,15263
Afghanistan,AFG,2021-11-27,15263
Afghanistan,AFG,2021-11-28,15263
Afghanistan,AFG,2021-11-29,15263
Afghanistan,AFG,2021-11-30,15263
Afghanistan,AFG,2021-12-01,15263
Afghanistan,AFG,2021-12-02,15263
Afghanistan,AFG,2021-12-03,15263
Afghanistan,AFG,2021-12-04,15263
Afghanistan,AFG,2021-12-05,15263
Afghanistan,AFG,2021-12-06,15263
Afghanistan,AFG,2021-12-07,15263
Afghanistan,AFG,2021-12-08,15263
Afghanistan,AFG,2021-12-09,15263
Afghanistan,AFG,2021-12-10,15263
Afghanistan,AFG,2021-12-11,15263
Afghanistan,AFG,2021-12-12,15263
Afghanistan,AFG,2021-12-13,15263
Afghanistan,AFG,2021-12-14,15263
Afghanistan,AFG,2021-12-15,15263
Afghanistan,AFG,2021-12-16,15263
Afghanistan,AFG,2021-12-17,15263
Afghanistan,AFG,2021-12-18,15263
Afghanistan,AFG,2021-12-19,15263
Afghanistan,AFG,2021-12-20,15263
Afghanistan,AFG,2021-12-21,15263
Afghanistan,AFG,2021-12-22,15263
Afghanistan,AFG,2021-12-23,15263
Afghanistan,AFG,2021-12-24,15263
Afghanistan,AFG,2021-12-25,15263
Afghanistan,AFG,2021-12-26,15263
Afghanistan,AFG,2021-12-27,15263
Africa,,2021-01-10,500
Africa,,2021-01-11,500
Africa,,2021-01-12,500
Africa,,2021-01-13,500
Africa,,2021-01-14,600
Africa,,2021-01-15,667
Africa,,2021-01-16,1000
Africa,,2021-01-17,1118
Africa,,2021-01-18,1236
Africa,,2021-01-19,1354
Africa,,2021-01-20,1595
Africa,,2021-01-21,1718
Africa,,2021-01-22,1841
Africa,,2021-01-23,1622
Africa,,2021-01-24,1433
Africa,,2021-01-25,1463
Africa,,2021-01-26,1677
Africa,,2021-01-27,1775
Africa,,2021-01-28,1965
Africa,,2021-01-29,1996
Africa,,2021-01-30,14836
Africa,,2021-01-31,19979
Africa,,2021-02-01,30975
Africa,,2021-02-02,38916
Africa,,2021-02-03,45937
Africa,,2021-02-04,51671
Africa,,2021-02-05,59446
Africa,,2021-02-06,54656
Africa,,2021-02-07,55849
Africa,,2021-02-08,50970
Africa,,2021-02-09,52305
Africa,,2021-02-10,64098
Africa,,2021-02-11,74046
Africa,,2021-02-12,102656
Africa,,2021-02-13,134483
Africa,,2021-02-14,151062
Africa,,2021-02-15,167642
Africa,,2021-02-16,186365
Africa,,2021-02-17,193118
Africa,,2021-02-18,199315
Africa,,2021-02-19,192637
Africa,,2021-02-20,167256
Africa,,2021-02-21,145307
Africa,,2021-02-22,139843
Africa,,2021-02-23,126935
Africa,,2021-02-24,143447
Africa,,2021-02-25,161589
Africa,,2021-02-26,166249
Africa,,2021-02-27,178508
Africa,,2021-02-28,178645
Africa,,2021-03-01,192315
Africa,,2021-03-02,199810
Africa,,2021-03-03,181805
Africa,,2021-03-04,162184
Africa,,2021-03-05,161514
Africa,,2021-03-06,163844
Africa,,2021-03-07,168599
Africa,,2021-03-08,187231
Africa,,2021-03-09,184302
Africa,,2021-03-10,208417
Africa,,2021-03-11,214477
Africa,,2021-03-12,224771
Africa,,2021-03-13,253141
Africa,,2021-03-14,249643
Africa,,2021-03-15,256037
Africa,,2021-03-16,269616
Africa,,2021-03-17,249830
Africa,,2021-03-18,249692
Africa,,2021-03-19,245808
Africa,,2021-03-20,201338
Africa,,2021-03-21,202056
Africa,,2021-03-22,163371
Africa,,2021-03-23,150620
Africa,,2021-03-24,255536
Africa,,2021-03-25,269958
Africa,,2021-03-26,267914
Africa,,2021-03-27,301268
Africa,,2021-03-28,335169
Africa,,2021-03-29,348122
Africa,,2021-03-30,355345
Africa,,2021-03-31,293620
Africa,,2021-04-01,288646
Africa,,2021-04-02,272251
Africa,,2021-04-03,245023
Africa,,2021-04-04,217181
Africa,,2021-04-05,208693
Africa,,2021-04-06,228974
Africa,,2021-04-07,212001
Africa,,2021-04-08,279418
Africa,,2021-04-09,279605
Africa,,2021-04-10,283132
Africa,,2021-04-11,295337
Africa,,2021-04-12,289039
Africa,,2021-04-13,256820
Africa,,2021-04-14,251450
Africa,,2021-04-15,168190
Africa,,2021-04-16,175811
Africa,,2021-04-17,195606
Africa,,2021-04-18,255726
Africa,,2021-04-19,270574
Africa,,2021-04-20,278158
Africa,,2021-04-21,260565
Africa,,2021-04-22,252405
Africa,,2021-04-23,249224
Africa,,2021-04-24,217081
Africa,,2021-04-25,146915
Africa,,2021-04-26,130591
Africa,,2021-04-27,131009
Africa,,2021-04-28,250315
Africa,,2021-04-29,254651
Africa,,2021-04-30,248223
Africa,,2021-05-01,255857
Africa,,2021-05-02,252661
Africa,,2021-05-03,263527
Africa,,2021-05-04,281655
Africa,,2021-05-05,166941
Africa,,2021-05-06,173178
Africa,,2021-05-07,237733
Africa,,2021-05-08,255676
Africa,,2021-05-09,351787
Africa,,2021-05-10,392681
Africa,,2021-05-11,412126
Africa,,2021-05-12,529788
Africa,,2021-05-13,532054
Africa,,2021-05-14,475349
Africa,,2021-05-15,484144
Africa,,2021-05-16,393237
Africa,,2021-05-17,394032
Africa,,2021-05-18,442983
Africa,,2021-05-19,373181
Africa,,2021-05-20,410875
Africa,,2021-05-21,494033
Africa,,2021-05-22,567032
Africa,,2021-05-23,585882
Africa,,2021-05-24,593487
Africa,,2021-05-25,582650
Africa,,2021-05-26,553344
Africa,,2021-05-27,522396
Africa,,2021-05-28,437127
Africa,,2021-05-29,404927
Africa,,2021-05-30,418888
Africa,,2021-05-31,634239
Africa,,2021-06-01,648425
Africa,,2021-06-02,664913
Africa,,2021-06-03,699349
Africa,,2021-06-04,708725
Africa,,2021-06-05,656465
Africa,,2021-06-06,644866
Africa,,2021-06-07,438497
Africa,,2021-06-08,482438
Africa,,2021-06-09,558081
Africa,,2021-06-10,579798
Africa,,2021-06-11,597810
Africa,,2021-06-12,608829
Africa,,2021-06-13,586884
Africa,,2021-06-14,627014
Africa,,2021-06-15,611093
Africa,,2021-06-16,510753
Africa,,2021-06-17,477575
Africa,,2021-06-18,473065
Africa,,2021-06-19,447374
Africa,,2021-06-20,529682
Africa,,2021-06-21,509450
Africa,,2021-06-22,384905
Africa,,2021-06-23,429488
Africa,,2021-06-24,565803
Africa,,2021-06-25,569219
Africa,,2021-06-26,578337
Africa,,2021-06-27,524021
Africa,,2021-06-28,548046
Africa,,2021-06-29,568747
Africa,,2021-06-30,551809
Africa,,2021-07-01,420719
Africa,,2021-07-02,391517
Africa,,2021-07-03,403543
Africa,,2021-07-04,416803
Africa,,2021-07-05,437815
Africa,,2021-07-06,462550
Africa,,2021-07-07,425317
Africa,,2021-07-08,453239
Africa,,2021-07-09,472385
Africa,,2021-07-10,449633
Africa,,2021-07-11,409850
Africa,,2021-07-12,490213
Africa,,2021-07-13,507984
Africa,,2021-07-14,513637
Africa,,2021-07-15,606351
Africa,,2021-07-16,580493
Africa,,2021-07-17,589429
Africa,,2021-07-18,613484
Africa,,2021-07-19,571463
Africa,,2021-07-20,541495
Africa,,2021-07-21,510836
Africa,,2021-07-22,482157
Africa,,2021-07-23,518840
Africa,,2021-07-24,528075
Africa,,2021-07-25,588509
Africa,,2021-07-26,525892
Africa,,2021-07-27,607463
Africa,,2021-07-28,702291
Africa,,2021-07-29,705678
Africa,,2021-07-30,715931
Africa,,2021-07-31,704509
Africa,,2021-08-01,688801
Africa,,2021-08-02,684241
Africa,,2021-08-03,863765
Africa,,2021-08-04,818156
Africa,,2021-08-05,805013
Africa,,2021-08-06,798153
Africa,,2021-08-07,830367
Africa,,2021-08-08,849090
Africa,,2021-08-09,992910
Africa,,2021-08-10,767882
Africa,,2021-08-11,787079
Africa,,2021-08-12,867989
Africa,,2021-08-13,948466
Africa,,2021-08-14,929129
Africa,,2021-08-15,874487
Africa,,2021-08-16,984970
Africa,,2021-08-17,1012992
Africa,,2021-08-18,1130106
Africa,,2021-08-19,1151512
Africa,,2021-08-20,1778334
Africa,,2021-08-21,1798632
Africa,,2021-08-22,1846211
Africa,,2021-08-23,1633363
Africa,,2021-08-24,1675311
Africa,,2021-08-25,1911148
Africa,,2021-08-26,1685759
Africa,,2021-08-27,1372048
Africa,,2021-08-28,1411149
Africa,,2021-08-29,1519297
Africa,,2021-08-30,1441024
Africa,,2021-08-31,1483676
Africa,,2021-09-01,1366347
Africa,,2021-09-02,1406174
Africa,,2021-09-03,1044186
Africa,,2021-09-04,1586634
Africa,,2021-09-05,1703019
Africa,,2021-09-06,1860796
Africa,,2021-09-07,1743757
Africa,,2021-09-08,1525972
Africa,,2021-09-09,1673169
Africa,,2021-09-10,1746551
Africa,,2021-09-11,1364155
Africa,,2021-09-12,1451616
Africa,,2021-09-13,1297673
Africa,,2021-09-14,1621293
Africa,,2021-09-15,1729904
Africa,,2021-09-16,1752545
Africa,,2021-09-17,1645663
Africa,,2021-09-18,1469007
Africa,,2021-09-19,1457875
Africa,,2021-09-20,1510088
Africa,,2021-09-21,1194300
Africa,,2021-09-22,1366854
Africa,,2021-09-23,1542806
Africa,,2021-09-24,1547878
Africa,,2021-09-25,1657286
Africa,,2021-09-26,1390861
Africa,,2021-09-27,1647144
Africa,,2021-09-28,1718091
Africa,,2021-09-29,1390944
Africa,,2021-09-30,1252672
Africa,,2021-10-01,1255853
Africa,,2021-10-02,1227320
Africa,,2021-10-03,1172289
Africa,,2021-10-04,795237
Africa,,2021-10-05,725516
Africa,,2021-10-06,766804
Africa,,2021-10-07,780764
Africa,,2021-10-08,1375024
Africa,,2021-10-09,1416124
Africa,,2021-10-10,1387507
Africa,,2021-10-11,1440189
Africa,,2021-10-12,1397845
Africa,,2021-10-13,1655031
Africa,,2021-10-14,1653430
Africa,,2021-10-15,1206199
Africa,,2021-10-16,1017943
Africa,,2021-10-17,1592916
Africa,,2021-10-18,1746845
Africa,,2021-10-19,1856237
Africa,,2021-10-20,1642089
Africa,,2021-10-21,1682696
Africa,,2021-10-22,1542112
Africa,,2021-10-23,1977105
Africa,,2021-10-24,1714159
Africa,,2021-10-25,1552266
Africa,,2021-10-26,1629256
Africa,,2021-10-27,1549844
Africa,,2021-10-28,1602003
Africa,,2021-10-29,2030907
Africa,,2021-10-30,1734829
Africa,,2021-10-31,1680282
Africa,,2021-11-01,1811508
Africa,,2021-11-02,1762966
Africa,,2021-11-03,1780561
Africa,,2021-11-04,1794518
Africa,,2021-11-05,1335606
Africa,,2021-11-06,1483030
Africa,,2021-11-07,1295989
Africa,,2021-11-08,1173360
Africa,,2021-11-09,1050657
Africa,,2021-11-10,1787920
Africa,,2021-11-11,1579772
Africa,,2021-11-12,1598788
Africa,,2021-11-13,1541699
Africa,,2021-11-14,1565115
Africa,,2021-11-15,1662748
Africa,,2021-11-16,1635609
Africa,,2021-11-17,931169
Africa,,2021-11-18,1358519
Africa,,2021-11-19,1340618
Africa,,2021-11-20,1450183
Africa,,2021-11-21,1572926
Africa,,2021-11-22,1606569
Africa,,2021-11-23,1715858
Africa,,2021-11-24,2103231
Africa,,2021-11-25,1647745
Africa,,2021-11-26,1784990
Africa,,2021-11-27,1515681
Africa,,2021-11-28,1779930
Africa,,2021-11-29,1865331
Africa,,2021-11-30,1899797
Africa,,2021-12-01,1474902
Africa,,2021-12-02,1788374
Africa,,2021-12-03,1855712
Africa,,2021-12-04,2205671
Africa,,2021-12-05,1825651
Africa,,2021-12-06,1832050
Africa,,2021-12-07,1720312
Africa,,2021-12-08,1991755
Africa,,2021-12-09,2341084
Africa,,2021-12-10,2205043
Africa,,2021-12-11,2131234
Africa,,2021-12-12,2206504
Africa,,2021-12-13,2048542
Africa,,2021-12-14,2319551
Africa,,2021-12-15,3049015
Africa,,2021-12-16,2330189
Africa,,2021-12-17,2285517
Africa,,2021-12-18,2223704
Africa,,2021-12-19,2097390
Africa,,2021-12-20,2730156
Africa,,2021-12-21,2472717
Africa,,2021-12-22,1637808
Africa,,2021-12-23,2378523
Africa,,2021-12-24,2668396
Africa,,2021-12-25,2403092
Africa,,2021-12-26,2526737
Africa,,2021-12-27,1929495
Africa,,2021-12-28,2122227
Africa,,2021-12-29,1947153
Africa,,2021-12-30,1428551
Africa,,2021-12-31,1564099
Africa,,2022-01-01,1565437
Africa,,2022-01-02,1415300
Africa,,2022-01-03,1257603
Albania,ALB,2021-01-11,64
Albania,ALB,2021-01-12,64
Albania,ALB,2021-01-13,63
Albania,ALB,2021-01-14,66
Albania,ALB,2021-01-15,62
Albania,ALB,2021-01-16,62
Albania,ALB,2021-01-17,58
Albania,ALB,2021-01-18,55
Albania,ALB,2021-01-19,51
Albania,ALB,2021-01-20,47
Albania,ALB,2021-01-21,40
Albania,ALB,2021-01-22,34
Albania,ALB,2021-01-23,26
Albania,ALB,2021-01-24,21
Albania,ALB,2021-01-25,15
Albania,ALB,2021-01-26,9
Albania,ALB,2021-01-27,4
Albania,ALB,2021-01-28,0
Albania,ALB,2021-01-29,0
Albania,ALB,2021-01-30,0
Albania,ALB,2021-01-31,0
Albania,ALB,2021-02-01,0
Albania,ALB,2021-02-02,0
Albania,ALB,2021-02-03,12
Albania,ALB,2021-02-04,24
Albania,ALB,2021-02-05,35
Albania,ALB,2021-02-06,47
Albania,ALB,2021-02-07,59
Albania,ALB,2021-02-08,71
Albania,ALB,2021-02-09,82
Albania,ALB,2021-02-10,81
Albania,ALB,2021-02-11,79
Albania,ALB,2021-02-12,78
Albania,ALB,2021-02-13,76
Albania,ALB,2021-02-14,75
Albania,ALB,2021-02-15,73
Albania,ALB,2021-02-16,72
Albania,ALB,2021-02-17,72
Albania,ALB,2021-02-18,254
Albania,ALB,2021-02-19,405
Albania,ALB,2021-02-20,516
Albania,ALB,2021-02-21,627
Albania,ALB,2021-02-22,739
Albania,ALB,2021-02-23,891
Albania,ALB,2021-02-24,1043
Albania,ALB,2021-02-25,1012
Albania,ALB,2021-02-26,1000
Albania,ALB,2021-02-27,1027
Albania,ALB,2021-02-28,1054
Albania,ALB,2021-03-01,1081
Albania,ALB,2021-03-02,1026
Albania,ALB,2021-03-03,971
Albania,ALB,2021-03-04,927
Albania,ALB,2021-03-05,897
Albania,ALB,2021-03-06,867
Albania,ALB,2021-03-07,838
Albania,ALB,2021-03-08,808
Albania,ALB,2021-03-09,820
Albania,ALB,2021-03-10,831
Albania,ALB,2021-03-11,857
Albania,ALB,2021-03-12,883
Albania,ALB,2021-03-13,1042
Albania,ALB,2021-03-14,1201
Albania,ALB,2021-03-15,1361
Albania,ALB,2021-03-16,1520
Albania,ALB,2021-03-17,1679
Albania,ALB,2021-03-18,1960
Albania,ALB,2021-03-19,2240
Albania,ALB,2021-03-20,2386
Albania,ALB,2021-03-21,2533
Albania,ALB,2021-03-22,2679
Albania,ALB,2021-03-23,2895
Albania,ALB,2021-03-24,2946
Albania,ALB,2021-03-25,3287
Albania,ALB,2021-03-26,3276
Albania,ALB,2021-03-27,3113
Albania,ALB,2021-03-28,4678
Albania,ALB,2021-03-29,7204
Albania,ALB,2021-03-30,9662
Albania,ALB,2021-03-31,12122
Albania,ALB,2021-04-01,13731
Albania,ALB,2021-04-02,15748
Albania,ALB,2021-04-03,17346
Albania,ALB,2021-04-04,16412
Albania,ALB,2021-04-05,15435
Albania,ALB,2021-04-06,14610
Albania,ALB,2021-04-07,13362
Albania,ALB,2021-04-08,12440
Albania,ALB,2021-04-09,11170
Albania,ALB,2021-04-10,10188
Albania,ALB,2021-04-11,9898
Albania,ALB,2021-04-12,8689
Albania,ALB,2021-04-13,8518
Albania,ALB,2021-04-14,8639
Albania,ALB,2021-04-15,8849
Albania,ALB,2021-04-16,9135
Albania,ALB,2021-04-17,9719
Albania,ALB,2021-04-18,10105
Albania,ALB,2021-04-19,11200
Albania,ALB,2021-04-20,9826
Albania,ALB,2021-04-21,11318
Albania,ALB,2021-04-22,11216
Albania,ALB,2021-04-23,10961
Albania,ALB,2021-04-24,10746
Albania,ALB,2021-04-25,10205
Albania,ALB,2021-04-26,8955
Albania,ALB,2021-04-27,9551
Albania,ALB,2021-04-28,8793
Albania,ALB,2021-04-29,10036
Albania,ALB,2021-04-30,12222
Albania,ALB,2021-05-01,13423
Albania,ALB,2021-05-02,14489
Albania,ALB,2021-05-03,15555
