NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2022-01-19;Altres;N/A;344;191;683;0;0;136;32;0;35;309;33;158;176;618;43;39
CATALUNYA;GLOBAL;2022-01-19;Dona;0 a 9;2534;65;6532;0;0;9;3;0;24;2510;20;949;59;5443;625;1
CATALUNYA;GLOBAL;2022-01-19;Dona;10 a 19;2265;98;10123;0;0;17;0;0;20;2245;18;1044;73;7938;515;270
CATALUNYA;GLOBAL;2022-01-19;Dona;20 a 29;1197;233;1496;0;1;36;5;0;29;1168;27;313;144;905;143;385
CATALUNYA;GLOBAL;2022-01-19;Dona;30 a 39;2295;303;2181;0;1;61;5;0;49;2246;48;563;193;1190;141;917
CATALUNYA;GLOBAL;2022-01-19;Dona;40 a 49;2664;366;2737;0;1;58;12;0;37;2627;38;703;244;1541;112;1048
CATALUNYA;GLOBAL;2022-01-19;Dona;50 a 59;1096;296;1520;1;0;118;28;0;16;1080;18;313;202;1048;65;684
CATALUNYA;GLOBAL;2022-01-19;Dona;60 a 69;542;128;665;0;2;191;56;0;15;527;14;161;92;473;30;364
CATALUNYA;GLOBAL;2022-01-19;Dona;70 a 79;358;94;477;0;0;198;24;0;8;350;8;110;78;341;16;83
CATALUNYA;GLOBAL;2022-01-19;Dona;80 o més;208;184;380;1;0;364;4;0;9;199;10;64;136;251;16;46
CATALUNYA;GLOBAL;2022-01-19;Home;0 a 9;2717;85;6881;0;0;14;0;0;21;2696;23;1050;74;5741;680;0
CATALUNYA;GLOBAL;2022-01-19;Home;10 a 19;2520;70;10603;0;0;12;0;0;18;2502;17;1275;57;8450;566;355
CATALUNYA;GLOBAL;2022-01-19;Home;20 a 29;1027;103;1018;0;0;21;3;0;9;1018;9;296;62;575;195;475
CATALUNYA;GLOBAL;2022-01-19;Home;30 a 39;1629;136;1397;0;0;38;9;0;23;1606;21;432;90;716;146;1074
CATALUNYA;GLOBAL;2022-01-19;Home;40 a 49;2073;164;1816;0;0;82;16;0;20;2053;16;574;112;970;138;1246
CATALUNYA;GLOBAL;2022-01-19;Home;50 a 59;984;152;912;1;2;222;55;0;20;964;22;299;110;547;71;817
CATALUNYA;GLOBAL;2022-01-19;Home;60 a 69;433;101;431;1;6;388;114;0;9;424;12;143;73;287;32;385
CATALUNYA;GLOBAL;2022-01-19;Home;70 a 79;320;88;366;1;1;359;75;0;4;316;5;101;65;262;12;69
CATALUNYA;GLOBAL;2022-01-19;Home;80 o més;158;108;192;1;1;379;11;0;7;151;6;47;83;143;7;15
CATALUNYA;GLOBAL;2022-01-18;Altres;N/A;616;1447;1052;4;2;140;33;0;199;417;199;217;1326;866;60;61
CATALUNYA;GLOBAL;2022-01-18;Dona;0 a 9;3715;400;14603;4;1;12;4;0;110;3605;128;2086;343;11765;916;0
CATALUNYA;GLOBAL;2022-01-18;Dona;10 a 19;3519;711;15717;1;0;16;2;0;116;3403;135;1704;516;11580;788;310
CATALUNYA;GLOBAL;2022-01-18;Dona;20 a 29;1695;2024;3541;7;0;32;4;0;129;1566;159;668;1250;1980;165;491
CATALUNYA;GLOBAL;2022-01-18;Dona;30 a 39;3113;2743;5590;14;2;56;5;0;240;2873;286;1068;1858;2982;190;1175
CATALUNYA;GLOBAL;2022-01-18;Dona;40 a 49;3667;3564;6618;8;1;56;12;0;266;3401;321;1280;2393;3689;123;1256
CATALUNYA;GLOBAL;2022-01-18;Dona;50 a 59;1639;3067;3698;17;0;118;27;0;179;1460;217;669;2126;2395;84;759
CATALUNYA;GLOBAL;2022-01-18;Dona;60 a 69;779;1487;1708;13;6;188;53;2;70;709;90;314;1084;1158;43;463
CATALUNYA;GLOBAL;2022-01-18;Dona;70 a 79;529;1059;1170;29;2;186;24;2;78;451;92;236;819;856;24;69
CATALUNYA;GLOBAL;2022-01-18;Dona;80 o més;477;2689;1194;36;0;356;6;7;188;289;192;177;1785;804;14;40
CATALUNYA;GLOBAL;2022-01-18;Home;0 a 9;4060;394;15222;1;0;10;0;0;84;3976;97;2216;319;12104;1076;1
CATALUNYA;GLOBAL;2022-01-18;Home;10 a 19;3868;616;15972;3;0;8;0;0;105;3763;117;1813;453;11792;922;424
CATALUNYA;GLOBAL;2022-01-18;Home;20 a 29;1418;984;2627;5;0;23;3;0;83;1335;113;518;660;1349;255;645
CATALUNYA;GLOBAL;2022-01-18;Home;30 a 39;2203;1200;3407;5;2;40;10;0;118;2085;143;705;828;1687;236;1354
CATALUNYA;GLOBAL;2022-01-18;Home;40 a 49;3008;1479;4525;14;3;86;18;0;143;2865;196;972;1046;2249;172;1613
CATALUNYA;GLOBAL;2022-01-18;Home;50 a 59;1397;1345;2332;21;2;213;47;1;104;1293;128;538;965;1339;67;984
CATALUNYA;GLOBAL;2022-01-18;Home;60 a 69;644;1083;1127;31;5;385;109;1;71;573;82;267;786;734;46;433
CATALUNYA;GLOBAL;2022-01-18;Home;70 a 79;417;1095;822;29;9;344;74;6;70;347;79;196;858;573;13;55
CATALUNYA;GLOBAL;2022-01-18;Home;80 o més;289;1208;643;44;5;366;8;6;80;209;89;150;861;465;8;13
CATALUNYA;GLOBAL;2022-01-17;Altres;N/A;779;1657;1330;9;3;144;32;0;259;520;260;261;1514;1092;36;37
CATALUNYA;GLOBAL;2022-01-17;Dona;0 a 9;4227;506;14149;2;0;14;3;0;161;4066;150;2142;424;10755;1016;1
CATALUNYA;GLOBAL;2022-01-17;Dona;10 a 19;3911;750;16332;1;0;18;1;0;135;3776;143;1726;537;11606;745;247
CATALUNYA;GLOBAL;2022-01-17;Dona;20 a 29;1956;2290;4296;6;1;36;4;0;181;1775;203;705;1394;2193;139;339
CATALUNYA;GLOBAL;2022-01-17;Dona;30 a 39;3598;2911;6482;17;0;56;5;0;341;3257;366;1269;1898;3344;140;899
CATALUNYA;GLOBAL;2022-01-17;Dona;40 a 49;4276;3830;7865;11;0;66;12;0;388;3888;433;1522;2632;4246;107;1056
CATALUNYA;GLOBAL;2022-01-17;Dona;50 a 59;2032;3408;4484;10;2;112;30;1;219;1813;238;822;2338;2734;43;718
CATALUNYA;GLOBAL;2022-01-17;Dona;60 a 69;1022;1763;2206;18;7;199;54;3;118;904;127;428;1304;1417;34;305
CATALUNYA;GLOBAL;2022-01-17;Dona;70 a 79;630;1464;1453;15;3;186;27;3;110;520;104;290;1118;1045;15;42
CATALUNYA;GLOBAL;2022-01-17;Dona;80 o més;703;4579;1837;41;3;350;5;7;289;414;303;286;2961;1184;13;13
CATALUNYA;GLOBAL;2022-01-17;Home;0 a 9;4664;650;15018;3;0;12;0;0;196;4468;198;2303;550;11365;1057;1
CATALUNYA;GLOBAL;2022-01-17;Home;10 a 19;4422;587;16593;3;0;6;0;0;131;4291;134;1899;437;11754;764;276
CATALUNYA;GLOBAL;2022-01-17;Home;20 a 29;1670;983;3091;5;1;19;3;0;107;1563;117;568;639;1492;183;501
CATALUNYA;GLOBAL;2022-01-17;Home;30 a 39;2620;1352;4176;6;0;37;10;0;186;2434;194;855;944;1967;173;1100
CATALUNYA;GLOBAL;2022-01-17;Home;40 a 49;3644;1910;5484;10;4;71;21;0;255;3389;285;1147;1373;2628;129;1295
CATALUNYA;GLOBAL;2022-01-17;Home;50 a 59;1959;1771;3081;16;1;211;49;2;173;1786;187;734;1284;1651;70;827
CATALUNYA;GLOBAL;2022-01-17;Home;60 a 69;810;1416;1433;22;4;385;115;2;115;695;124;326;1038;870;34;306
CATALUNYA;GLOBAL;2022-01-17;Home;70 a 79;558;1382;987;27;5;344;70;3;101;457;109;254;1077;692;8;29
CATALUNYA;GLOBAL;2022-01-17;Home;80 o més;380;1775;808;39;3;341;6;17;150;230;164;161;1228;570;8;6
CATALUNYA;GLOBAL;2022-01-16;Altres;N/A;267;570;476;5;1;140;30;0;82;185;82;60;533;361;17;30
CATALUNYA;GLOBAL;2022-01-16;Dona;0 a 9;2560;180;4284;2;0;14;3;0;67;2493;72;584;152;2095;417;0
CATALUNYA;GLOBAL;2022-01-16;Dona;10 a 19;2271;171;4744;2;1;12;1;0;32;2239;38;587;120;2479;315;165
CATALUNYA;GLOBAL;2022-01-16;Dona;20 a 29;1117;468;1699;4;0;41;4;0;69;1048;79;284;299;669;81;172
CATALUNYA;GLOBAL;2022-01-16;Dona;30 a 39;2063;586;2763;16;1;52;7;0;92;1971;94;461;405;937;89;480
CATALUNYA;GLOBAL;2022-01-16;Dona;40 a 49;2537;601;3542;9;2;73;13;0;83;2454;94;587;438;1312;57;678
CATALUNYA;GLOBAL;2022-01-16;Dona;50 a 59;1145;426;1749;5;2;118;32;0;48;1097;54;305;300;768;35;458
CATALUNYA;GLOBAL;2022-01-16;Dona;60 a 69;514;324;790;13;3;198;52;1;26;488;30;112;252;366;21;130
CATALUNYA;GLOBAL;2022-01-16;Dona;70 a 79;269;327;457;14;1;194;25;3;18;251;21;70;265;231;5;12
CATALUNYA;GLOBAL;2022-01-16;Dona;80 o més;233;603;763;19;0;352;4;8;42;191;48;86;469;483;0;1
CATALUNYA;GLOBAL;2022-01-16;Home;0 a 9;2627;203;4526;3;0;14;2;0;68;2559;76;607;181;2289;478;0
CATALUNYA;GLOBAL;2022-01-16;Home;10 a 19;2485;153;4872;1;0;5;0;0;31;2454;35;606;117;2419;385;174
CATALUNYA;GLOBAL;2022-01-16;Home;20 a 29;914;235;1361;3;1;15;3;0;39;875;46;230;161;502;115;213
CATALUNYA;GLOBAL;2022-01-16;Home;30 a 39;1595;289;2018;6;2;41;11;0;52;1543;56;351;204;677;93;574
CATALUNYA;GLOBAL;2022-01-16;Home;40 a 49;2223;351;2839;6;2;75;22;0;61;2162;69;514;259;966;77;809
CATALUNYA;GLOBAL;2022-01-16;Home;50 a 59;1122;331;1490;20;4;218;55;1;35;1087;42;291;243;570;30;539
CATALUNYA;GLOBAL;2022-01-16;Home;60 a 69;423;317;566;14;2;397;117;0;40;383;42;117;241;248;11;141
CATALUNYA;GLOBAL;2022-01-16;Home;70 a 79;221;338;350;26;0;342;70;4;29;192;28;59;286;187;3;6
CATALUNYA;GLOBAL;2022-01-16;Home;80 o més;166;408;344;38;1;339;3;12;33;133;37;54;331;206;0;1
CATALUNYA;GLOBAL;2022-01-15;Altres;N/A;518;1689;758;12;2;142;31;0;273;245;273;99;1597;617;8;11
CATALUNYA;GLOBAL;2022-01-15;Dona;0 a 9;2150;244;6233;6;0;14;3;0;88;2062;94;746;216;4382;2115;0
CATALUNYA;GLOBAL;2022-01-15;Dona;10 a 19;2237;375;8695;3;0;12;0;0;55;2182;58;697;271;5879;1089;290
CATALUNYA;GLOBAL;2022-01-15;Dona;20 a 29;1139;1031;2042;8;1;37;4;0;117;1022;131;274;655;889;73;224
CATALUNYA;GLOBAL;2022-01-15;Dona;30 a 39;1908;1181;2882;8;0;49;7;0;142;1766;155;489;792;1212;88;537
CATALUNYA;GLOBAL;2022-01-15;Dona;40 a 49;2226;1423;3502;15;0;64;12;0;155;2071;182;548;976;1547;58;1020
CATALUNYA;GLOBAL;2022-01-15;Dona;50 a 59;1238;1182;2153;14;7;114;32;1;89;1149;106;330;813;1057;37;675
CATALUNYA;GLOBAL;2022-01-15;Dona;60 a 69;592;682;1083;12;1;187;53;0;31;561;35;172;538;576;21;132
CATALUNYA;GLOBAL;2022-01-15;Dona;70 a 79;333;547;641;9;2;185;26;2;38;295;41;89;449;361;8;12
CATALUNYA;GLOBAL;2022-01-15;Dona;80 o més;260;1129;710;28;1;340;4;10;63;197;74;86;801;416;0;2
CATALUNYA;GLOBAL;2022-01-15;Home;0 a 9;2340;262;6744;2;1;12;3;0;75;2265;84;800;230;4722;2207;0
CATALUNYA;GLOBAL;2022-01-15;Home;10 a 19;2296;370;8831;2;1;3;0;0;52;2244;63;780;268;6177;1096;309
CATALUNYA;GLOBAL;2022-01-15;Home;20 a 29;876;523;1476;4;0;13;2;0;65;811;75;228;339;610;99;364
CATALUNYA;GLOBAL;2022-01-15;Home;30 a 39;1402;682;1976;6;0;38;10;0;74;1328;93;326;497;738;94;677
CATALUNYA;GLOBAL;2022-01-15;Home;40 a 49;2014;790;2680;6;2;70;21;0;109;1905;130;437;569;976;77;990
CATALUNYA;GLOBAL;2022-01-15;Home;50 a 59;1184;710;1625;18;3;207;59;1;77;1107;82;301;529;662;38;775
CATALUNYA;GLOBAL;2022-01-15;Home;60 a 69;488;561;743;30;7;379;119;5;54;434;55;125;425;359;14;139
CATALUNYA;GLOBAL;2022-01-15;Home;70 a 79;302;532;511;27;2;326;73;6;52;250;52;85;432;288;3;17
CATALUNYA;GLOBAL;2022-01-15;Home;80 o més;199;590;364;23;0;315;3;11;52;147;51;59;452;219;0;1
CATALUNYA;GLOBAL;2022-01-14;Altres;N/A;765;2049;1253;10;1;137;30;0;356;409;352;220;1893;1083;44;79
CATALUNYA;GLOBAL;2022-01-14;Dona;0 a 9;2448;548;11178;3;0;13;3;0;154;2294;164;1306;475;9198;2236;1
CATALUNYA;GLOBAL;2022-01-14;Dona;10 a 19;2589;999;16164;7;0;10;0;0;153;2436;182;1266;746;12487;1170;484
CATALUNYA;GLOBAL;2022-01-14;Dona;20 a 29;1594;2560;3836;11;1;34;3;0;230;1364;268;623;1605;2159;175;549
CATALUNYA;GLOBAL;2022-01-14;Dona;30 a 39;2306;2996;4666;16;0;49;8;0;287;2019;347;895;2068;2756;173;828
CATALUNYA;GLOBAL;2022-01-14;Dona;40 a 49;2721;3847;5584;5;1;64;12;1;340;2381;400;1078;2669;3455;138;1709
CATALUNYA;GLOBAL;2022-01-14;Dona;50 a 59;1658;3456;3587;23;4;100;27;0;271;1387;312;674;2441;2354;82;1228
CATALUNYA;GLOBAL;2022-01-14;Dona;60 a 69;764;1783;1775;12;6;185;53;2;115;649;133;298;1353;1216;47;523
CATALUNYA;GLOBAL;2022-01-14;Dona;70 a 79;532;1601;1185;12;0;181;23;2;120;412;141;220;1234;855;23;91
CATALUNYA;GLOBAL;2022-01-14;Dona;80 o més;605;5315;1452;35;1;314;3;13;308;297;348;173;3401;915;26;30
CATALUNYA;GLOBAL;2022-01-14;Home;0 a 9;2693;584;11933;5;1;10;2;0;155;2538;172;1445;507;9792;2362;0
CATALUNYA;GLOBAL;2022-01-14;Home;10 a 19;2824;874;15722;2;0;4;0;0;158;2666;170;1387;662;12185;1142;582
CATALUNYA;GLOBAL;2022-01-14;Home;20 a 29;1326;1237;2657;1;0;12;2;0;137;1189;147;498;836;1464;197;825
CATALUNYA;GLOBAL;2022-01-14;Home;30 a 39;1701;1479;2946;6;1;35;10;0;188;1513;221;577;1065;1578;191;952
CATALUNYA;GLOBAL;2022-01-14;Home;40 a 49;2361;1915;3714;11;1;75;20;0;240;2121;282;837;1427;2021;176;1944
CATALUNYA;GLOBAL;2022-01-14;Home;50 a 59;1376;1714;2329;14;10;208;61;1;157;1219;184;526;1252;1358;91;1314
CATALUNYA;GLOBAL;2022-01-14;Home;60 a 69;653;1395;1128;31;7;364;123;1;123;530;134;224;1062;726;40;505
CATALUNYA;GLOBAL;2022-01-14;Home;70 a 79;413;1290;801;31;5;294;73;2;105;308;119;171;997;577;17;82
CATALUNYA;GLOBAL;2022-01-14;Home;80 o més;290;1847;603;38;2;303;3;7;120;170;130;106;1277;431;13;31
CATALUNYA;GLOBAL;2022-01-13;Altres;N/A;691;1763;1270;10;1;136;29;0;307;384;308;237;1647;1113;44;72
CATALUNYA;GLOBAL;2022-01-13;Dona;0 a 9;2054;424;9685;4;0;12;3;0;142;1912;146;1125;364;7915;1349;0
CATALUNYA;GLOBAL;2022-01-13;Dona;10 a 19;2676;1020;16957;2;0;8;0;0;190;2486;199;1335;758;12863;886;504
CATALUNYA;GLOBAL;2022-01-13;Dona;20 a 29;1843;3008;4012;12;0;34;1;0;290;1553;336;725;1958;2240;166;548
CATALUNYA;GLOBAL;2022-01-13;Dona;30 a 39;2450;3587;4596;15;0;54;8;0;340;2110;380;963;2457;2623;216;654
CATALUNYA;GLOBAL;2022-01-13;Dona;40 a 49;3128;4760;5811;10;2;62;10;0;421;2707;489;1252;3326;3501;150;1386
CATALUNYA;GLOBAL;2022-01-13;Dona;50 a 59;1866;4330;3786;10;1;102;27;2;318;1548;365;743;3076;2384;85;977
CATALUNYA;GLOBAL;2022-01-13;Dona;60 a 69;817;1980;1765;19;3;192;51;1;149;668;157;360;1492;1245;54;531
CATALUNYA;GLOBAL;2022-01-13;Dona;70 a 79;551;1121;1301;20;2;191;24;3;75;476;85;288;871;990;28;119
CATALUNYA;GLOBAL;2022-01-13;Dona;80 o més;611;3460;1458;39;1;334;6;10;258;353;243;222;2356;977;27;51
CATALUNYA;GLOBAL;2022-01-13;Home;0 a 9;2195;459;10041;6;2;9;1;0;159;2036;156;1185;394;8193;1400;0
CATALUNYA;GLOBAL;2022-01-13;Home;10 a 19;2714;774;16702;5;0;5;0;0;145;2569;158;1399;609;12937;982;652
CATALUNYA;GLOBAL;2022-01-13;Home;20 a 29;1478;1361;2984;2;0;13;3;0;168;1310;188;587;933;1681;282;823
CATALUNYA;GLOBAL;2022-01-13;Home;30 a 39;1901;1593;3248;3;2;34;9;0;180;1721;225;747;1145;1777;228;828
CATALUNYA;GLOBAL;2022-01-13;Home;40 a 49;2602;1841;4095;6;2;89;19;0;270;2332;295;1004;1330;2251;194;1692
CATALUNYA;GLOBAL;2022-01-13;Home;50 a 59;1570;1633;2592;33;6;217;56;0;188;1382;216;627;1175;1477;110;1152
CATALUNYA;GLOBAL;2022-01-13;Home;60 a 69;688;1160;1255;25;7;380;124;3;117;571;130;286;886;830;53;482
CATALUNYA;GLOBAL;2022-01-13;Home;70 a 79;423;996;865;32;11;299;70;7;74;349;85;194;757;615;23;84
CATALUNYA;GLOBAL;2022-01-13;Home;80 o més;352;1392;741;38;0;304;2;7;125;227;129;148;1003;512;12;31
CATALUNYA;GLOBAL;2022-01-12;Altres;N/A;828;2072;1199;16;2;138;30;0;378;450;374;266;1921;1002;46;63
CATALUNYA;GLOBAL;2022-01-12;Dona;0 a 9;1670;464;6706;0;0;7;1;0;142;1528;137;785;407;5282;1202;0
CATALUNYA;GLOBAL;2022-01-12;Dona;10 a 19;2696;1090;13299;0;1;4;0;0;194;2502;201;1230;804;9689;839;349
CATALUNYA;GLOBAL;2022-01-12;Dona;20 a 29;2172;3538;4024;16;0;31;1;0;298;1874;328;835;2258;2175;215;414
CATALUNYA;GLOBAL;2022-01-12;Dona;30 a 39;2780;4217;4614;18;0;52;9;0;444;2336;512;1060;2879;2545;226;508
CATALUNYA;GLOBAL;2022-01-12;Dona;40 a 49;3538;5729;5859;13;0;58;7;0;474;3064;561;1352;3969;3345;141;1282
CATALUNYA;GLOBAL;2022-01-12;Dona;50 a 59;2118;5355;3829;11;5;110;30;0;334;1784;353;846;3755;2385;95;901
CATALUNYA;GLOBAL;2022-01-12;Dona;60 a 69;977;2406;1934;17;6;195;49;0;175;802;185;405;1768;1317;67;444
CATALUNYA;GLOBAL;2022-01-12;Dona;70 a 79;632;1372;1367;18;8;189;25;5;108;524;115;277;1094;987;34;103
CATALUNYA;GLOBAL;2022-01-12;Dona;80 o més;596;4159;1369;34;0;323;6;15;260;336;281;219;2889;959;22;34
CATALUNYA;GLOBAL;2022-01-12;Home;0 a 9;1743;532;7024;0;0;5;0;0;159;1584;179;859;453;5585;1294;1
CATALUNYA;GLOBAL;2022-01-12;Home;10 a 19;2640;875;12692;1;0;2;0;0;168;2472;180;1226;689;9396;897;377
CATALUNYA;GLOBAL;2022-01-12;Home;20 a 29;1764;1474;3165;2;0;13;3;0;177;1587;221;662;992;1660;306;608
CATALUNYA;GLOBAL;2022-01-12;Home;30 a 39;2208;1811;3487;5;0;32;7;0;247;1961;283;834;1332;1890;247;580
CATALUNYA;GLOBAL;2022-01-12;Home;40 a 49;2979;2213;4458;22;3;92;17;1;282;2697;321;1169;1587;2430;210;1487
CATALUNYA;GLOBAL;2022-01-12;Home;50 a 59;1860;1906;2871;24;5;198;58;0;213;1647;249;709;1412;1580;108;1162
CATALUNYA;GLOBAL;2022-01-12;Home;60 a 69;779;1387;1326;45;6;378;127;4;122;657;130;322;1044;852;60;430
CATALUNYA;GLOBAL;2022-01-12;Home;70 a 79;507;1218;887;41;4;299;70;4;107;400;105;199;942;599;16;73
CATALUNYA;GLOBAL;2022-01-12;Home;80 o més;384;1518;687;32;1;290;4;9;125;259;145;167;1099;493;6;17
CATALUNYA;GLOBAL;2022-01-11;Altres;N/A;879;2200;1131;15;4;140;32;0;442;437;437;239;2074;935;32;86
CATALUNYA;GLOBAL;2022-01-11;Dona;0 a 9;1517;420;3447;1;0;13;1;0;135;1382;135;688;360;2372;1720;3
CATALUNYA;GLOBAL;2022-01-11;Dona;10 a 19;2497;981;6573;2;0;4;1;0;178;2319;186;1093;722;4182;1133;364
CATALUNYA;GLOBAL;2022-01-11;Dona;20 a 29;2215;3516;4262;12;0;31;1;0;303;1912;344;891;2284;2233;155;440
CATALUNYA;GLOBAL;2022-01-11;Dona;30 a 39;3011;4214;5062;15;1;47;9;0;425;2586;456;1267;2948;2816;180;541
CATALUNYA;GLOBAL;2022-01-11;Dona;40 a 49;3806;5482;6262;15;1;57;8;0;563;3243;609;1572;3835;3613;147;1227
CATALUNYA;GLOBAL;2022-01-11;Dona;50 a 59;2246;4955;4217;15;4;112;28;1;340;1906;387;992;3538;2640;75;979
CATALUNYA;GLOBAL;2022-01-11;Dona;60 a 69;1010;2343;2197;15;2;188;46;0;162;848;174;454;1764;1500;50;424
CATALUNYA;GLOBAL;2022-01-11;Dona;70 a 79;702;1667;1551;22;4;188;19;6;116;586;121;322;1289;1115;20;97
CATALUNYA;GLOBAL;2022-01-11;Dona;80 o més;618;4917;1316;38;2;312;6;17;252;366;259;224;3262;889;12;34
CATALUNYA;GLOBAL;2022-01-11;Home;0 a 9;1617;478;3588;5;0;4;0;0;145;1472;137;814;410;2557;1840;5
CATALUNYA;GLOBAL;2022-01-11;Home;10 a 19;2633;842;6393;2;0;2;0;0;192;2441;189;1114;642;4038;1252;462
CATALUNYA;GLOBAL;2022-01-11;Home;20 a 29;1902;1599;3346;3;2;17;2;0;217;1685;219;784;1105;1739;277;738
CATALUNYA;GLOBAL;2022-01-11;Home;30 a 39;2346;1943;3731;5;1;30;10;0;269;2077;291;949;1344;2017;219;662
CATALUNYA;GLOBAL;2022-01-11;Home;40 a 49;3198;2305;4920;15;3;88;19;0;331;2867;370;1280;1672;2660;158;1657
CATALUNYA;GLOBAL;2022-01-11;Home;50 a 59;2004;2155;3224;16;5;189;58;0;239;1765;264;862;1593;1854;90;1256
CATALUNYA;GLOBAL;2022-01-11;Home;60 a 69;836;1580;1450;40;9;354;127;0;120;716;138;344;1228;921;46;409
CATALUNYA;GLOBAL;2022-01-11;Home;70 a 79;544;1433;1054;27;10;280;68;4;90;454;102;254;1119;754;17;71
CATALUNYA;GLOBAL;2022-01-11;Home;80 o més;385;1927;704;36;1;286;4;6;133;252;135;157;1428;512;10;24
CATALUNYA;GLOBAL;2022-01-10;Altres;N/A;919;1830;1456;10;2;144;33;1;360;559;359;348;1706;1256;45;50
CATALUNYA;GLOBAL;2022-01-10;Dona;0 a 9;1556;387;2253;3;0;11;1;1;141;1415;126;603;319;1339;1627;1
CATALUNYA;GLOBAL;2022-01-10;Dona;10 a 19;2751;823;4694;6;0;3;0;0;200;2551;185;1117;618;2639;990;313
CATALUNYA;GLOBAL;2022-01-10;Dona;20 a 29;2690;2909;4684;7;0;27;2;0;337;2353;329;1021;1889;2452;136;358
CATALUNYA;GLOBAL;2022-01-10;Dona;30 a 39;3574;3311;5701;13;1;47;9;0;453;3121;433;1357;2245;3105;156;436
CATALUNYA;GLOBAL;2022-01-10;Dona;40 a 49;4699;4373;7331;13;1;56;8;0;554;4145;499;1837;2990;4091;101;1006
CATALUNYA;GLOBAL;2022-01-10;Dona;50 a 59;3005;4039;5251;16;3;108;26;0;376;2629;373;1172;2832;3102;55;931
CATALUNYA;GLOBAL;2022-01-10;Dona;60 a 69;1188;2023;2398;18;2;189;48;0;169;1019;153;486;1551;1590;38;358
CATALUNYA;GLOBAL;2022-01-10;Dona;70 a 79;755;1620;1639;20;2;182;19;5;122;633;122;317;1274;1196;21;68
CATALUNYA;GLOBAL;2022-01-10;Dona;80 o més;707;4838;1553;43;0;332;4;10;279;428;267;226;3158;1041;10;32
CATALUNYA;GLOBAL;2022-01-10;Home;0 a 9;1664;468;2493;2;0;6;0;0;160;1504;141;709;399;1574;1701;0
CATALUNYA;GLOBAL;2022-01-10;Home;10 a 19;2518;653;4379;2;0;1;0;0;160;2358;147;1007;493;2499;1107;408
CATALUNYA;GLOBAL;2022-01-10;Home;20 a 29;2270;1290;3813;4;0;15;2;0;207;2063;204;835;847;1971;222;559
CATALUNYA;GLOBAL;2022-01-10;Home;30 a 39;3030;1558;4470;4;0;27;10;0;289;2741;283;1058;1135;2274;174;558
CATALUNYA;GLOBAL;2022-01-10;Home;40 a 49;4110;2151;5883;10;3;96;19;0;369;3741;374;1547;1598;3112;149;1357
CATALUNYA;GLOBAL;2022-01-10;Home;50 a 59;2610;2015;3950;31;6;188;57;0;277;2333;272;962;1500;2167;86;1110
CATALUNYA;GLOBAL;2022-01-10;Home;60 a 69;972;1580;1645;21;8;347;127;1;143;829;135;363;1221;1010;34;340
CATALUNYA;GLOBAL;2022-01-10;Home;70 a 79;605;1441;1112;22;9;278;66;9;109;496;110;262;1152;776;16;71
CATALUNYA;GLOBAL;2022-01-10;Home;80 o més;422;1916;794;23;0;269;4;10;143;279;142;154;1359;553;4;11
CATALUNYA;GLOBAL;2022-01-09;Altres;N/A;407;977;776;10;3;140;31;1;160;247;159;106;939;639;10;40
CATALUNYA;GLOBAL;2022-01-09;Dona;0 a 9;911;173;1145;1;0;10;1;0;58;853;60;246;151;478;868;1
CATALUNYA;GLOBAL;2022-01-09;Dona;10 a 19;1723;251;2401;0;0;1;0;0;56;1667;52;474;186;979;503;182
CATALUNYA;GLOBAL;2022-01-09;Dona;20 a 29;1558;713;2349;7;0;24;2;0;106;1452;112;472;490;1009;96;207
CATALUNYA;GLOBAL;2022-01-09;Dona;30 a 39;2104;743;2838;17;0;52;10;0;134;1970;147;664;521;1227;87;228
CATALUNYA;GLOBAL;2022-01-09;Dona;40 a 49;2725;811;3749;8;1;46;9;2;149;2576;138;758;569;1548;60;771
CATALUNYA;GLOBAL;2022-01-09;Dona;50 a 59;1685;612;2419;14;3;102;22;0;88;1597;92;524;466;1136;39;550
CATALUNYA;GLOBAL;2022-01-09;Dona;60 a 69;586;401;956;14;3;191;49;1;43;543;50;159;321;498;14;115
CATALUNYA;GLOBAL;2022-01-09;Dona;70 a 79;317;371;567;16;0;173;19;2;41;276;35;97;318;341;6;18
CATALUNYA;GLOBAL;2022-01-09;Dona;80 o més;235;688;640;25;0;310;6;13;49;186;47;93;548;402;1;7
CATALUNYA;GLOBAL;2022-01-09;Home;0 a 9;1005;152;1264;4;0;8;0;0;52;953;48;277;135;554;894;0
CATALUNYA;GLOBAL;2022-01-09;Home;10 a 19;1515;187;2093;0;0;3;0;0;46;1469;45;402;141;832;596;234
CATALUNYA;GLOBAL;2022-01-09;Home;20 a 29;1312;361;1910;1;0;13;2;0;58;1254;51;353;251;751;128;350
CATALUNYA;GLOBAL;2022-01-09;Home;30 a 39;1773;412;2299;1;1;30;11;0;100;1673;104;458;310;906;97;319
