NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-02-23;Dona;20 a 29;92;1879;667;3;0;5;2;0;47;45;54;39;1629;626;907;156
CATALUNYA;GLOBAL;2021-02-23;Dona;30 a 39;89;2105;868;3;2;27;8;0;40;49;50;48;1843;809;2233;181
CATALUNYA;GLOBAL;2021-02-23;Dona;40 a 49;127;2716;959;5;0;37;8;0;58;69;58;60;2355;904;4041;197
CATALUNYA;GLOBAL;2021-02-23;Dona;50 a 59;104;2522;682;17;2;82;23;0;46;58;58;58;2190;633;2445;187
CATALUNYA;GLOBAL;2021-02-23;Dona;60 a 69;64;1495;444;11;1;129;46;1;27;37;27;42;1315;419;1237;84
CATALUNYA;GLOBAL;2021-02-23;Dona;70 a 79;50;901;284;24;5;183;47;1;29;21;27;22;817;265;937;42
CATALUNYA;GLOBAL;2021-02-23;Dona;80 o més;47;1310;294;23;1;203;4;2;25;22;28;20;1096;281;5505;183
CATALUNYA;GLOBAL;2021-02-23;Home;0 a 9;76;1279;571;0;0;0;0;0;60;16;61;16;1217;554;0;0
CATALUNYA;GLOBAL;2021-02-23;Home;10 a 19;159;2599;901;1;1;2;1;0;110;49;123;46;2488;867;37;1
CATALUNYA;GLOBAL;2021-02-23;Home;20 a 29;102;1060;548;1;0;10;4;0;56;46;59;56;971;524;445;47
CATALUNYA;GLOBAL;2021-02-23;Home;30 a 39;109;1110;601;4;2;22;8;0;63;46;64;55;1012;568;1184;57
CATALUNYA;GLOBAL;2021-02-23;Home;40 a 49;159;1487;696;9;0;86;23;0;70;89;84;91;1356;664;1909;67
CATALUNYA;GLOBAL;2021-02-23;Home;50 a 59;128;1354;488;12;4;173;61;1;69;59;73;62;1203;462;1277;61
CATALUNYA;GLOBAL;2021-02-23;Home;60 a 69;75;1086;332;13;3;276;121;1;36;39;35;42;967;307;904;39
CATALUNYA;GLOBAL;2021-02-23;Home;70 a 79;48;963;213;20;2;293;98;5;26;22;31;19;857;193;716;28
CATALUNYA;GLOBAL;2021-02-23;Home;80 o més;22;837;231;17;3;231;19;11;9;13;9;13;715;214;3421;69
CATALUNYA;GLOBAL;2021-02-22;Altres;N/A;48;1098;57;3;2;119;26;0;25;23;23;5;1064;54;133;84
CATALUNYA;GLOBAL;2021-02-22;Dona;0 a 9;65;1037;605;0;0;1;0;0;46;19;50;16;1002;590;0;0
CATALUNYA;GLOBAL;2021-02-22;Dona;10 a 19;159;2157;829;1;0;5;1;0;90;69;76;70;2025;806;29;6
CATALUNYA;GLOBAL;2021-02-22;Dona;20 a 29;125;1353;816;1;0;8;2;0;64;61;57;66;1142;763;593;230
CATALUNYA;GLOBAL;2021-02-22;Dona;30 a 39;146;1589;1101;8;1;28;6;0;71;75;62;75;1384;1033;1619;225
CATALUNYA;GLOBAL;2021-02-22;Dona;40 a 49;211;2087;1313;6;1;37;8;0;89;122;85;115;1813;1245;3159;265
CATALUNYA;GLOBAL;2021-02-22;Dona;50 a 59;163;2090;926;10;3;84;26;0;75;88;58;86;1797;859;1418;232
CATALUNYA;GLOBAL;2021-02-22;Dona;60 a 69;86;1294;510;13;2;138;48;1;37;49;32;47;1142;475;345;114
CATALUNYA;GLOBAL;2021-02-22;Dona;70 a 79;50;878;337;10;2;182;45;1;24;26;25;28;785;315;232;34
CATALUNYA;GLOBAL;2021-02-22;Dona;80 o més;58;1199;462;31;0;211;5;9;37;21;34;23;943;388;1144;221
CATALUNYA;GLOBAL;2021-02-22;Home;0 a 9;73;1144;641;0;0;0;0;0;55;18;55;16;1104;625;0;0
CATALUNYA;GLOBAL;2021-02-22;Home;10 a 19;151;2274;968;0;0;1;0;0;85;66;74;65;2157;920;13;1
CATALUNYA;GLOBAL;2021-02-22;Home;20 a 29;101;828;716;0;0;10;4;0;40;61;38;61;751;692;220;49
CATALUNYA;GLOBAL;2021-02-22;Home;30 a 39;108;933;780;5;0;17;5;0;34;74;38;72;840;749;844;59
CATALUNYA;GLOBAL;2021-02-22;Home;40 a 49;195;1269;1043;12;1;84;21;0;81;114;80;122;1134;1000;1651;82
CATALUNYA;GLOBAL;2021-02-22;Home;50 a 59;165;1210;656;21;2;188;60;0;71;94;62;90;1094;618;617;78
CATALUNYA;GLOBAL;2021-02-22;Home;60 a 69;80;999;387;28;3;292;125;2;37;43;33;44;884;363;266;57
CATALUNYA;GLOBAL;2021-02-22;Home;70 a 79;47;867;291;18;5;308;104;3;19;28;16;27;775;268;201;24
CATALUNYA;GLOBAL;2021-02-22;Home;80 o més;34;794;254;26;2;239;21;11;21;13;23;12;693;233;635;55
CATALUNYA;GLOBAL;2021-02-21;Altres;N/A;11;152;4;6;0;124;25;1;5;6;5;0;146;4;0;0
CATALUNYA;GLOBAL;2021-02-21;Dona;0 a 9;18;258;106;1;0;0;0;0;15;3;10;2;246;103;0;0
CATALUNYA;GLOBAL;2021-02-21;Dona;10 a 19;38;398;135;2;1;6;1;0;20;18;19;13;376;132;0;0
CATALUNYA;GLOBAL;2021-02-21;Dona;20 a 29;22;215;172;0;0;10;3;0;6;16;5;12;189;157;8;4
CATALUNYA;GLOBAL;2021-02-21;Dona;30 a 39;37;295;260;3;0;25;5;0;10;27;11;28;267;246;14;5
CATALUNYA;GLOBAL;2021-02-21;Dona;40 a 49;71;350;265;3;2;32;9;0;31;40;23;40;320;254;61;4
CATALUNYA;GLOBAL;2021-02-21;Dona;50 a 59;36;274;186;6;2;88;26;0;12;24;7;22;250;170;69;1
CATALUNYA;GLOBAL;2021-02-21;Dona;60 a 69;23;251;110;4;3;143;48;2;9;14;8;11;230;108;5;0
CATALUNYA;GLOBAL;2021-02-21;Dona;70 a 79;22;243;82;13;2;195;46;3;10;12;10;9;224;78;5;0
CATALUNYA;GLOBAL;2021-02-21;Dona;80 o més;16;363;86;12;2;206;7;10;7;9;5;8;306;77;12;4
CATALUNYA;GLOBAL;2021-02-21;Home;0 a 9;15;278;140;0;0;3;0;0;9;6;9;5;268;139;0;0
CATALUNYA;GLOBAL;2021-02-21;Home;10 a 19;27;412;142;0;1;1;0;0;14;13;8;14;390;140;1;0
CATALUNYA;GLOBAL;2021-02-21;Home;20 a 29;28;148;135;0;1;10;4;0;10;18;9;12;141;125;15;0
CATALUNYA;GLOBAL;2021-02-21;Home;30 a 39;22;176;166;0;0;20;5;0;7;15;6;15;159;159;40;2
CATALUNYA;GLOBAL;2021-02-21;Home;40 a 49;55;269;235;9;5;94;22;0;13;42;9;41;246;227;64;1
CATALUNYA;GLOBAL;2021-02-21;Home;50 a 59;44;273;125;9;2;198;60;0;17;27;13;26;241;121;26;0
CATALUNYA;GLOBAL;2021-02-21;Home;60 a 69;25;276;103;10;4;292;126;2;7;18;7;16;245;96;3;1
CATALUNYA;GLOBAL;2021-02-21;Home;70 a 79;21;302;64;13;3;323;101;5;10;11;7;11;264;61;2;0
CATALUNYA;GLOBAL;2021-02-21;Home;80 o més;12;293;59;13;2;248;22;13;8;4;8;3;263;55;7;1
CATALUNYA;GLOBAL;2021-02-20;Altres;N/A;28;932;12;10;1;119;28;0;24;4;24;1;912;11;6;5
CATALUNYA;GLOBAL;2021-02-20;Dona;0 a 9;32;509;131;0;0;1;0;0;25;7;20;8;490;129;0;0
CATALUNYA;GLOBAL;2021-02-20;Dona;10 a 19;55;848;163;0;0;5;0;0;38;17;32;16;805;157;8;4
CATALUNYA;GLOBAL;2021-02-20;Dona;20 a 29;40;482;229;2;0;8;3;0;15;25;9;22;428;209;48;61
CATALUNYA;GLOBAL;2021-02-20;Dona;30 a 39;48;691;258;5;1;22;5;0;21;27;21;29;626;243;102;58
CATALUNYA;GLOBAL;2021-02-20;Dona;40 a 49;62;734;356;2;2;35;9;0;23;39;24;41;672;343;145;79
CATALUNYA;GLOBAL;2021-02-20;Dona;50 a 59;62;584;220;8;2;79;26;0;25;37;20;38;526;208;188;104
CATALUNYA;GLOBAL;2021-02-20;Dona;60 a 69;31;448;185;8;3;141;46;2;18;13;17;16;412;175;104;45
CATALUNYA;GLOBAL;2021-02-20;Dona;70 a 79;14;356;105;5;2;190;48;2;5;9;5;7;328;101;54;25
CATALUNYA;GLOBAL;2021-02-20;Dona;80 o més;31;486;133;8;0;204;5;5;20;11;19;9;391;127;139;135
CATALUNYA;GLOBAL;2021-02-20;Home;0 a 9;22;547;133;0;0;3;0;0;21;1;18;2;528;126;0;0
CATALUNYA;GLOBAL;2021-02-20;Home;10 a 19;57;960;173;1;0;0;0;0;42;15;43;12;908;164;3;1
CATALUNYA;GLOBAL;2021-02-20;Home;20 a 29;35;352;193;2;0;11;3;0;14;21;11;21;322;183;31;15
CATALUNYA;GLOBAL;2021-02-20;Home;30 a 39;49;414;195;0;0;20;5;0;26;23;25;21;381;187;52;13
CATALUNYA;GLOBAL;2021-02-20;Home;40 a 49;73;633;282;8;1;86;18;0;29;44;29;48;590;274;115;26
CATALUNYA;GLOBAL;2021-02-20;Home;50 a 59;74;605;228;15;4;187;61;0;36;38;31;40;554;215;134;23
CATALUNYA;GLOBAL;2021-02-20;Home;60 a 69;30;416;146;17;5;288;125;5;13;17;13;19;382;132;116;11
CATALUNYA;GLOBAL;2021-02-20;Home;70 a 79;27;410;107;10;1;313;104;6;15;12;15;13;368;98;62;15
CATALUNYA;GLOBAL;2021-02-20;Home;80 o més;16;347;105;14;0;247;22;14;8;8;5;8;306;101;82;55
CATALUNYA;GLOBAL;2021-02-19;Altres;N/A;45;1578;41;8;0;115;28;0;34;11;30;3;1530;36;213;45
CATALUNYA;GLOBAL;2021-02-19;Dona;0 a 9;59;923;486;1;0;0;0;0;39;20;46;19;895;477;0;0
CATALUNYA;GLOBAL;2021-02-19;Dona;10 a 19;134;2556;660;0;0;5;0;0;72;62;80;63;2426;630;66;8
CATALUNYA;GLOBAL;2021-02-19;Dona;20 a 29;102;1492;695;3;1;7;3;0;46;56;53;57;1313;645;978;319
CATALUNYA;GLOBAL;2021-02-19;Dona;30 a 39;116;1708;857;7;0;21;6;0;54;62;57;69;1508;813;1329;418
CATALUNYA;GLOBAL;2021-02-19;Dona;40 a 49;155;2052;1069;8;2;37;7;0;76;79;84;80;1854;1001;3269;572
CATALUNYA;GLOBAL;2021-02-19;Dona;50 a 59;97;1760;743;5;0;75;24;0;45;52;51;52;1552;694;3277;491
CATALUNYA;GLOBAL;2021-02-19;Dona;60 a 69;58;1107;453;15;2;138;45;2;28;30;35;33;1009;424;989;226
CATALUNYA;GLOBAL;2021-02-19;Dona;70 a 79;52;801;296;13;3;194;49;0;30;22;35;22;737;284;655;47
CATALUNYA;GLOBAL;2021-02-19;Dona;80 o més;47;921;279;22;0;193;6;9;26;21;27;24;777;261;1986;236
CATALUNYA;GLOBAL;2021-02-19;Home;0 a 9;70;1045;580;1;0;3;0;0;47;23;56;20;1018;570;0;0
CATALUNYA;GLOBAL;2021-02-19;Home;10 a 19;116;2602;635;0;0;0;0;0;67;49;77;51;2476;617;35;3
CATALUNYA;GLOBAL;2021-02-19;Home;20 a 29;79;936;535;1;0;8;3;0;39;40;43;41;859;510;463;103
CATALUNYA;GLOBAL;2021-02-19;Home;30 a 39;103;998;510;3;0;22;5;0;44;59;45;54;912;488;684;131
CATALUNYA;GLOBAL;2021-02-19;Home;40 a 49;149;1418;738;13;1;80;17;1;75;74;73;72;1297;703;1545;141
CATALUNYA;GLOBAL;2021-02-19;Home;50 a 59;114;1254;501;24;5;180;62;0;57;57;61;55;1141;461;1358;135
CATALUNYA;GLOBAL;2021-02-19;Home;60 a 69;60;975;343;16;5;284;125;2;35;25;44;29;875;325;662;103
CATALUNYA;GLOBAL;2021-02-19;Home;70 a 79;27;784;232;13;1;317;111;2;13;14;16;17;684;225;502;43
CATALUNYA;GLOBAL;2021-02-19;Home;80 o més;32;705;174;18;3;242;22;3;19;13;22;15;604;165;1034;68
CATALUNYA;GLOBAL;2021-02-18;Altres;N/A;47;1588;50;6;1;127;29;0;32;15;32;5;1544;47;160;32
CATALUNYA;GLOBAL;2021-02-18;Dona;0 a 9;66;790;491;1;0;0;0;0;45;21;51;21;765;479;0;0
CATALUNYA;GLOBAL;2021-02-18;Dona;10 a 19;131;2058;760;1;0;6;0;0;84;47;98;48;1954;726;57;10
CATALUNYA;GLOBAL;2021-02-18;Dona;20 a 29;95;1974;778;1;1;7;2;0;47;48;49;46;1714;733;837;145
CATALUNYA;GLOBAL;2021-02-18;Dona;30 a 39;137;2129;931;2;0;20;6;0;57;80;61;81;1846;887;1202;176
CATALUNYA;GLOBAL;2021-02-18;Dona;40 a 49;151;2659;1113;2;0;37;5;0;67;84;67;79;2302;1049;3223;255
CATALUNYA;GLOBAL;2021-02-18;Dona;50 a 59;123;2451;811;14;3;86;25;1;60;63;63;65;2112;761;3378;283
CATALUNYA;GLOBAL;2021-02-18;Dona;60 a 69;83;1271;461;11;4;143;49;1;41;42;38;39;1106;439;774;147
CATALUNYA;GLOBAL;2021-02-18;Dona;70 a 79;48;675;320;20;2;195;49;2;23;25;27;28;617;308;362;30
CATALUNYA;GLOBAL;2021-02-18;Dona;80 o més;67;1277;260;20;1;201;6;10;50;17;58;16;1086;242;1052;216
CATALUNYA;GLOBAL;2021-02-18;Home;0 a 9;89;920;534;0;0;3;0;0;66;23;57;28;890;523;0;0
CATALUNYA;GLOBAL;2021-02-18;Home;10 a 19;154;2137;945;0;0;0;0;0;97;57;98;59;2016;909;22;0
CATALUNYA;GLOBAL;2021-02-18;Home;20 a 29;84;964;640;0;1;10;3;0;39;45;35;44;867;608;437;49
CATALUNYA;GLOBAL;2021-02-18;Home;30 a 39;103;1109;647;4;0;27;7;0;43;60;48;54;1013;616;914;61
CATALUNYA;GLOBAL;2021-02-18;Home;40 a 49;154;1406;800;19;4;77;21;0;70;84;66;80;1290;760;2079;58
CATALUNYA;GLOBAL;2021-02-18;Home;50 a 59;138;1255;517;18;4;189;61;0;72;66;80;67;1123;497;1673;71
CATALUNYA;GLOBAL;2021-02-18;Home;60 a 69;71;959;350;18;7;298;129;5;37;34;38;37;837;337;538;49
CATALUNYA;GLOBAL;2021-02-18;Home;70 a 79;58;736;242;29;8;334;120;5;35;23;31;23;641;229;346;21
CATALUNYA;GLOBAL;2021-02-18;Home;80 o més;32;693;191;20;1;255;21;18;22;10;31;10;611;181;528;72
CATALUNYA;GLOBAL;2021-02-17;Altres;N/A;52;1202;53;11;1;128;31;0;43;9;40;2;1152;51;207;20
CATALUNYA;GLOBAL;2021-02-17;Dona;0 a 9;94;985;499;0;0;0;0;0;71;23;63;21;950;490;0;0
CATALUNYA;GLOBAL;2021-02-17;Dona;10 a 19;167;2063;769;0;0;5;0;0;121;46;119;43;1954;745;36;5
CATALUNYA;GLOBAL;2021-02-17;Dona;20 a 29;103;1868;732;1;0;8;3;0;55;48;50;51;1573;687;865;184
CATALUNYA;GLOBAL;2021-02-17;Dona;30 a 39;114;2174;918;3;3;18;7;0;45;69;44;62;1882;861;1162;209
CATALUNYA;GLOBAL;2021-02-17;Dona;40 a 49;154;2830;1088;5;1;39;5;0;68;86;74;76;2407;1023;2962;246
CATALUNYA;GLOBAL;2021-02-17;Dona;50 a 59;127;2801;831;9;2;94;25;0;66;61;63;54;2390;778;2744;228
CATALUNYA;GLOBAL;2021-02-17;Dona;60 a 69;71;1464;493;13;8;155;51;0;32;39;33;34;1267;466;547;103
CATALUNYA;GLOBAL;2021-02-17;Dona;70 a 79;67;758;291;9;2;193;49;2;33;34;30;27;666;268;71;19
CATALUNYA;GLOBAL;2021-02-17;Dona;80 o més;52;1255;343;17;1;224;7;10;34;18;33;18;996;301;148;143
CATALUNYA;GLOBAL;2021-02-17;Home;0 a 9;75;1057;505;1;0;2;0;0;58;17;63;13;1033;493;0;0
CATALUNYA;GLOBAL;2021-02-17;Home;10 a 19;149;2059;732;0;0;0;0;0;99;50;90;50;1963;709;8;1
CATALUNYA;GLOBAL;2021-02-17;Home;20 a 29;103;954;579;0;0;13;2;0;51;52;61;49;869;549;439;59
CATALUNYA;GLOBAL;2021-02-17;Home;30 a 39;89;955;579;3;0;31;9;0;37;52;39;51;844;553;958;81
CATALUNYA;GLOBAL;2021-02-17;Home;40 a 49;145;1362;726;12;1;78;20;0;65;80;66;80;1222;694;2537;86
CATALUNYA;GLOBAL;2021-02-17;Home;50 a 59;113;1256;506;23;6;191;58;1;52;61;46;52;1096;482;1723;90
CATALUNYA;GLOBAL;2021-02-17;Home;60 a 69;80;928;332;26;8;312;128;1;45;35;40;28;814;316;488;60
CATALUNYA;GLOBAL;2021-02-17;Home;70 a 79;54;781;247;19;11;343;130;5;30;24;29;20;689;239;159;27
CATALUNYA;GLOBAL;2021-02-17;Home;80 o més;39;688;178;14;1;274;22;22;25;14;20;13;584;166;68;62
CATALUNYA;GLOBAL;2021-02-16;Altres;N/A;52;1328;46;10;1;128;35;0;44;8;37;3;1298;42;268;57
CATALUNYA;GLOBAL;2021-02-16;Dona;0 a 9;87;1031;588;0;0;0;0;0;56;31;58;28;994;579;0;0
CATALUNYA;GLOBAL;2021-02-16;Dona;10 a 19;187;2489;775;1;0;4;0;0;144;43;134;42;2354;738;19;10
CATALUNYA;GLOBAL;2021-02-16;Dona;20 a 29;112;2133;868;3;0;11;2;0;56;56;54;56;1818;804;896;193
CATALUNYA;GLOBAL;2021-02-16;Dona;30 a 39;122;2353;1072;6;2;17;6;0;58;64;60;60;2031;1000;966;167
CATALUNYA;GLOBAL;2021-02-16;Dona;40 a 49;167;3083;1272;10;0;44;4;0;84;83;77;83;2664;1196;1432;248
CATALUNYA;GLOBAL;2021-02-16;Dona;50 a 59;141;3006;993;10;5;94;24;0;71;70;69;73;2570;923;1120;229
CATALUNYA;GLOBAL;2021-02-16;Dona;60 a 69;92;1661;552;24;5;153;44;1;44;48;46;48;1460;512;400;109
CATALUNYA;GLOBAL;2021-02-16;Dona;70 a 79;63;957;338;17;6;204;52;2;30;33;31;34;856;326;46;41
CATALUNYA;GLOBAL;2021-02-16;Dona;80 o més;65;1414;337;19;1;232;7;14;43;22;49;21;1171;316;163;257
CATALUNYA;GLOBAL;2021-02-16;Home;0 a 9;78;1153;652;1;0;2;0;0;52;26;61;23;1122;638;0;0
CATALUNYA;GLOBAL;2021-02-16;Home;10 a 19;200;2774;844;2;0;2;0;0;130;70;136;67;2633;817;0;0
CATALUNYA;GLOBAL;2021-02-16;Home;20 a 29;97;1012;680;3;0;12;2;0;46;51;51;49;908;642;390;38
CATALUNYA;GLOBAL;2021-02-16;Home;30 a 39;128;1108;701;1;3;29;8;0;52;76;47;72;1002;663;701;42
CATALUNYA;GLOBAL;2021-02-16;Home;40 a 49;180;1516;880;10;7;68;23;1;74;106;69;99;1382;832;1535;48
CATALUNYA;GLOBAL;2021-02-16;Home;50 a 59;147;1416;637;16;5;180;58;1;61;86;55;83;1275;599;913;51
CATALUNYA;GLOBAL;2021-02-16;Home;60 a 69;92;1170;395;17;15;318;129;6;43;49;40;53;1034;366;184;41
CATALUNYA;GLOBAL;2021-02-16;Home;70 a 79;45;999;284;17;8;355;134;12;27;18;31;18;879;263;77;22
CATALUNYA;GLOBAL;2021-02-16;Home;80 o més;36;876;241;34;3;298;18;17;23;13;27;14;740;216;70;81
CATALUNYA;GLOBAL;2021-02-15;Altres;N/A;64;1052;61;4;2;138;37;0;35;29;28;14;1024;56;176;38
CATALUNYA;GLOBAL;2021-02-15;Dona;0 a 9;64;576;574;0;0;0;0;0;50;14;49;15;556;563;0;0
CATALUNYA;GLOBAL;2021-02-15;Dona;10 a 19;132;1092;681;1;0;4;0;0;72;60;74;64;1038;655;42;17
CATALUNYA;GLOBAL;2021-02-15;Dona;20 a 29;128;1495;1050;2;0;6;2;0;53;75;45;78;1288;960;938;315
CATALUNYA;GLOBAL;2021-02-15;Dona;30 a 39;151;1600;1197;4;2;14;5;0;70;81;73;83;1384;1098;1112;373
CATALUNYA;GLOBAL;2021-02-15;Dona;40 a 49;185;2069;1507;5;1;49;5;0;68;117;62;116;1778;1389;1519;524
CATALUNYA;GLOBAL;2021-02-15;Dona;50 a 59;157;2104;1163;7;1;101;22;1;77;80;72;84;1805;1065;1427;532
CATALUNYA;GLOBAL;2021-02-15;Dona;60 a 69;105;1304;716;13;5;157;46;2;44;61;40;66;1150;662;619;247
CATALUNYA;GLOBAL;2021-02-15;Dona;70 a 79;70;923;356;17;3;212;52;2;35;35;38;38;831;331;58;85
CATALUNYA;GLOBAL;2021-02-15;Dona;80 o més;81;1542;393;25;1;277;8;21;49;32;47;32;1268;346;307;489
CATALUNYA;GLOBAL;2021-02-15;Home;0 a 9;70;597;652;0;0;1;0;0;41;29;34;28;576;638;0;0
CATALUNYA;GLOBAL;2021-02-15;Home;10 a 19;150;1069;625;1;0;0;0;0;86;64;77;65;1015;602;18;6
CATALUNYA;GLOBAL;2021-02-15;Home;20 a 29;119;833;717;3;1;10;3;0;45;74;47;76;755;678;355;119
CATALUNYA;GLOBAL;2021-02-15;Home;30 a 39;134;858;807;4;0;32;6;0;43;91;30;92;785;759;444;156
CATALUNYA;GLOBAL;2021-02-15;Home;40 a 49;188;1358;1061;11;4;71;21;0;77;111;60;109;1229;1009;600;172
CATALUNYA;GLOBAL;2021-02-15;Home;50 a 59;181;1278;714;22;0;194;65;1;83;98;80;95;1142;672;516;200
CATALUNYA;GLOBAL;2021-02-15;Home;60 a 69;110;1084;509;26;4;333;128;3;52;58;45;56;959;470;353;149
CATALUNYA;GLOBAL;2021-02-15;Home;70 a 79;57;952;319;29;12;383;145;6;29;28;35;30;827;303;124;92
CATALUNYA;GLOBAL;2021-02-15;Home;80 o més;67;889;251;20;1;324;21;11;37;30;39;29;771;235;123;140
CATALUNYA;GLOBAL;2021-02-14;Altres;N/A;10;210;12;4;1;139;37;0;7;3;7;1;200;12;16;7
CATALUNYA;GLOBAL;2021-02-14;Dona;0 a 9;13;177;107;0;0;0;0;0;9;4;7;4;172;104;0;0
CATALUNYA;GLOBAL;2021-02-14;Dona;10 a 19;41;155;138;2;0;5;0;0;18;23;8;21;144;125;3;3
CATALUNYA;GLOBAL;2021-02-14;Dona;20 a 29;24;214;218;0;0;6;2;0;4;20;2;22;194;200;4;66
CATALUNYA;GLOBAL;2021-02-14;Dona;30 a 39;45;330;247;4;0;15;4;0;24;21;15;16;299;229;17;82
CATALUNYA;GLOBAL;2021-02-14;Dona;40 a 49;54;295;284;4;1;51;5;0;20;34;14;28;257;262;77;126
CATALUNYA;GLOBAL;2021-02-14;Dona;50 a 59;42;272;228;7;1;110;22;0;18;24;18;26;243;215;61;101
CATALUNYA;GLOBAL;2021-02-14;Dona;60 a 69;22;209;143;8;0;165;46;0;9;13;11;10;187;134;3;39
CATALUNYA;GLOBAL;2021-02-14;Dona;70 a 79;16;207;76;10;1;218;49;0;13;3;10;3;183;72;1;0
CATALUNYA;GLOBAL;2021-02-14;Dona;80 o més;13;356;103;23;1;293;9;9;5;8;5;8;289;93;0;0
CATALUNYA;GLOBAL;2021-02-14;Home;0 a 9;15;183;128;0;0;1;0;0;12;3;8;3;176;125;0;0
CATALUNYA;GLOBAL;2021-02-14;Home;10 a 19;22;230;113;0;0;1;0;0;8;14;7;11;220;107;1;0
CATALUNYA;GLOBAL;2021-02-14;Home;20 a 29;30;165;129;3;1;12;3;0;14;16;13;10;151;125;22;29
CATALUNYA;GLOBAL;2021-02-14;Home;30 a 39;47;200;181;3;0;32;6;0;16;31;14;28;176;177;28;31
CATALUNYA;GLOBAL;2021-02-14;Home;40 a 49;57;271;237;7;1;76;19;0;19;38;14;32;249;223;83;30
CATALUNYA;GLOBAL;2021-02-14;Home;50 a 59;39;262;161;6;3;203;69;1;13;26;9;24;233;153;71;33
CATALUNYA;GLOBAL;2021-02-14;Home;60 a 69;20;225;97;12;5;333;131;2;7;13;7;10;190;90;1;13
CATALUNYA;GLOBAL;2021-02-14;Home;70 a 79;20;283;57;15;1;382;138;5;15;5;10;5;251;56;0;1
CATALUNYA;GLOBAL;2021-02-14;Home;80 o més;18;262;69;12;1;325;21;9;8;10;6;8;237;65;0;1
CATALUNYA;GLOBAL;2021-02-13;Altres;N/A;36;921;17;5;0;134;36;1;29;7;28;3;894;16;58;25
CATALUNYA;GLOBAL;2021-02-13;Dona;0 a 9;21;240;137;0;0;0;0;0;14;7;13;7;233;134;0;0
CATALUNYA;GLOBAL;2021-02-13;Dona;10 a 19;46;637;183;0;0;4;0;0;25;21;19;17;610;181;9;8
CATALUNYA;GLOBAL;2021-02-13;Dona;20 a 29;58;531;437;1;1;6;2;0;17;41;15;33;472;395;194;232
CATALUNYA;GLOBAL;2021-02-13;Dona;30 a 39;54;698;447;1;0;14;4;0;20;34;18;29;625;414;296;282
CATALUNYA;GLOBAL;2021-02-13;Dona;40 a 49;77;870;624;3;0;52;5;0;35;42;35;40;768;563;474;446
CATALUNYA;GLOBAL;2021-02-13;Dona;50 a 59;63;784;533;7;0;106;23;0;22;41;16;41;689;483;377;459
CATALUNYA;GLOBAL;2021-02-13;Dona;60 a 69;32;536;339;6;1;156;46;1;13;19;11;20;492;319;230;213
CATALUNYA;GLOBAL;2021-02-13;Dona;70 a 79;22;359;148;12;3;210;49;7;10;12;12;11;339;137;25;69
CATALUNYA;GLOBAL;2021-02-13;Dona;80 o més;31;506;187;23;0;273;8;17;17;14;14;19;423;174;92;330
CATALUNYA;GLOBAL;2021-02-13;Home;0 a 9;21;289;194;0;0;0;0;0;16;5;17;7;281;186;0;0
CATALUNYA;GLOBAL;2021-02-13;Home;10 a 19;56;616;177;0;0;1;0;0;29;27;29;27;590;172;4;1
CATALUNYA;GLOBAL;2021-02-13;Home;20 a 29;39;357;318;2;1;11;3;0;18;21;17;15;332;300;69;67
CATALUNYA;GLOBAL;2021-02-13;Home;30 a 39;39;444;346;1;1;31;6;0;11;28;12;26;409;330;128;111
CATALUNYA;GLOBAL;2021-02-13;Home;40 a 49;76;718;446;9;1;70;18;0;32;44;34;38;662;417;149;167
CATALUNYA;GLOBAL;2021-02-13;Home;50 a 59;65;625;406;15;1;197;67;1;31;34;28;34;569;390;138;139
CATALUNYA;GLOBAL;2021-02-13;Home;60 a 69;26;503;224;16;3;331;131;4;12;14;13;16;450;211;123;114
CATALUNYA;GLOBAL;2021-02-13;Home;70 a 79;27;398;120;26;5;371;136;5;17;10;15;12;370;110;36;58
CATALUNYA;GLOBAL;2021-02-13;Home;80 o més;24;390;122;26;0;333;20;16;12;12;13;13;339;116;29;98
CATALUNYA;GLOBAL;2021-02-12;Altres;N/A;62;1520;64;8;1;134;36;0;49;13;46;6;1480;58;169;72
CATALUNYA;GLOBAL;2021-02-12;Dona;0 a 9;59;1060;503;0;0;0;0;0;42;17;47;20;1027;495;0;0
CATALUNYA;GLOBAL;2021-02-12;Dona;10 a 19;105;2366;676;0;0;4;0;0;70;35;90;32;2239;650;85;36
CATALUNYA;GLOBAL;2021-02-12;Dona;20 a 29;117;1710;1804;4;1;7;2;0;52;65;63;61;1483;1655;1118;667
CATALUNYA;GLOBAL;2021-02-12;Dona;30 a 39;137;1930;1929;5;0;15;4;0;65;72;73;76;1684;1787;1659;819
CATALUNYA;GLOBAL;2021-02-12;Dona;40 a 49;139;2488;2973;7;0;50;5;0;68;71;75;73;2167;2750;2645;1301
CATALUNYA;GLOBAL;2021-02-12;Dona;50 a 59;125;2460;2910;9;4;99;24;2;55;70;64;64;2114;2678;2030;1171
